h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson
878b84400ffffff,5.869565,5.7934785,0.22584718,5.4423914,5.441304,298.51328,-56.026874641304346,-13.166543663043479,92,"[[-56.02061159561752, -13.178157540391256], [-56.01350753611702, -13.167231071840709], [-56.019713761066114, -13.155313780070127], [-56.033022695810914, -13.154323859748256], [-56.04012575033826, -13.165250008110808], [-56.03392087538787, -13.177166397008385]]"
878b84401ffffff,5.065934,5.0,0.2259825,5.521978,5.5318685,298.52164,-56.046470505494504,-13.153445835164835,91,"[[-56.04012575033826, -13.165250008110808], [-56.033022695810914, -13.154323859748256], [-56.03922742513527, -13.142406633901304], [-56.05253385817798, -13.14141645997666], [-56.059635906347545, -13.152342287047954], [-56.05343252812577, -13.164258609360322]]"
878b84402ffffff,4.47191,4.3707867,0.22686058,5.2044945,5.207865,298.50787,-56.006488292134826,-13.155915617977529,89,"[[-56.00019610201278, -13.168220736086763], [-55.993091238447136, -13.157291886825258], [-55.999298812145206, -13.145373693526373], [-56.012609900954196, -13.14438525104231], [-56.019713761066114, -13.155313780070127], [-56.01350753611702, -13.167231071840709]]"
878b84403ffffff,4.6344085,4.6989245,0.22700104,5.1161294,5.117204,298.51627,-56.025859612903226,-13.143234086021506,93,"[[-56.019713761066114, -13.155313780070127], [-56.012609900954196, -13.14438525104231], [-56.0188159801331, -13.132467123005322], [-56.03212456986329, -13.13147842621123], [-56.03922742513527, -13.142406633901304], [-56.033022695810914, -13.154323859748256]]"
878b84404ffffff,4.8131866,4.6483517,0.22472128,5.323077,5.324176,298.51053,-56.02759114285714,-13.189329010989011,91,"[[-56.0215094837917, -13.20099839724158], [-56.01440522489495, -13.190073992297663], [-56.02061159561752, -13.178157540391256], [-56.03392087538787, -13.177166397008385], [-56.04102412917823, -13.188090482913488], [-56.03481910859855, -13.20000603126554]]"
878b84405ffffff,5.3932586,5.247191,0.22486766,5.34045,5.344944,298.519,-56.047139606741574,-13.17607726966292,89,"[[-56.04102412917823, -13.188090482913488], [-56.03392087538787, -13.177166397008385], [-56.04012575033826, -13.165250008110808], [-56.05343252812577, -13.164258609360322], [-56.06053477542503, -13.175182375124125], [-56.05433125172145, -13.187097859804995]]"
878b84406ffffff,4.659341,4.659341,0.2257291,5.2384615,5.240659,298.50467,-56.00713215384616,-13.178914527472529,91,"[[-56.00109344548449, -13.191064877838928], [-55.993988382397106, -13.180138090203695], [-56.00019610201278, -13.168220736086763], [-56.01350753611702, -13.167231071840709], [-56.02061159561752, -13.178157540391256], [-56.01440522489495, -13.190073992297663]]"
878b84408ffffff,6.5,6.375,0.22721982,5.3761363,5.3875003,298.53235,-56.06497977272727,-13.117648897727271,88,"[[-56.058737090921234, -13.12949930362952], [-56.05163524187371, -13.118571418381235], [-56.057838329141696, -13.106653431598277], [-56.07114191368986, -13.105664233599414], [-56.07824275512995, -13.116591795301892], [-56.07204101992248, -13.128508878574102]]"
878b84409ffffff,5.945652,5.7934785,0.2273221,5.25,5.2608695,298.5399,-56.08433752173914,-13.104491554347828,92,"[[-56.07824275512995, -13.116591795301892], [-56.07114191368986, -13.105664233599414], [-56.077343503569544, -13.093746322806403], [-56.09064458202116, -13.092756877910682], [-56.097744414472515, -13.103684114963368], [-56.09154417775378, -13.115601121586652]]"
878b8440affffff,4.3369565,4.25,0.22822954,5.508696,5.5130434,298.52756,-56.044596793478256,-13.107835826086957,92,"[[-56.03832915356492, -13.119560367013246], [-56.03122649754064, -13.10863010312877], [-56.03743093562283, -13.096711214180289], [-56.050736679208626, -13.095723491306723], [-56.057838329141696, -13.106653431598277], [-56.05163524187371, -13.118571418381235]]"
878b8440bffffff,4.908046,4.793103,0.22832772,5.526437,5.542529,298.53525,-56.063973045977015,-13.09512656321839,87,"[[-56.057838329141696, -13.106653431598277], [-56.050736679208626, -13.095723491306723], [-56.05693962100461, -13.083804677689058], [-56.07024286111052, -13.08281670721255], [-56.077343503569544, -13.093746322806403], [-56.07114191368986, -13.105664233599414]]"
878b8440cffffff,7.0804596,6.9770117,0.22610782,5.5908046,5.608046,298.5297,-56.06598651724138,-13.14017143678161,87,"[[-56.059635906347545, -13.152342287047954], [-56.05253385817798, -13.14141645997666], [-56.058737090921234, -13.12949930362952], [-56.07204101992248, -13.128508878574102], [-56.07914206035128, -13.139434383250894], [-56.07294017981278, -13.1513506354028]]"
878b8440dffffff,5.695652,5.554348,0.22620308,5.4717393,5.4836955,298.53732,-56.08531393478261,-13.12721795652174,92,"[[-56.07914206035128, -13.139434383250894], [-56.07204101992248, -13.128508878574102], [-56.07824275512995, -13.116591795301892], [-56.09154417775378, -13.115601121586652], [-56.09864420906039, -13.126526302765734], [-56.09244382715817, -13.13844248118296]]"
878b8440effffff,4.7526884,4.72043,0.22710314,5.4505377,5.4612904,298.5245,-56.045661150537626,-13.130676956989248,93,"[[-56.03922742513527, -13.142406633901304], [-56.03212456986329, -13.13147842621123], [-56.03832915356492, -13.119560367013246], [-56.05163524187371, -13.118571418381235], [-56.058737090921234, -13.12949930362952], [-56.05253385817798, -13.14141645997666]]"
878b84410ffffff,4.7912087,4.7252746,0.2276106,5.4384613,5.4384613,298.4937,-55.96648593406593,-13.15922067032967,91,"[[-55.96025250572226, -13.17118625395225], [-55.95314583919428, -13.16025470674462], [-55.95935625284041, -13.148335552242093], [-55.972671986920794, -13.14734884449196], [-55.979777652905234, -13.15828007252613], [-55.973568585647826, -13.17019832750877]]"
878b84411ffffff,3.7,3.788889,0.2277796,5.2566667,5.2577777,298.50253,-55.986152644444445,-13.146719455555555,90,"[[-55.979777652905234, -13.15828007252613], [-55.972671986920794, -13.14734884449196], [-55.9788809081165, -13.135429751010388], [-55.99219414809364, -13.134442785770561], [-55.999298812145206, -13.145373693526373], [-55.993091238447136, -13.157291886825258]]"
878b84412ffffff,5.1460676,5.3370786,0.22852583,5.1359553,5.1348314,298.4887,-55.94607916853933,-13.149127853932585,89,"[[-55.93982761336312, -13.161241154530742], [-55.93272014758789, -13.150307230449611], [-55.93893190636814, -13.138387177773962], [-55.952249786084856, -13.137401947377306], [-55.95935625284041, -13.148335552242093], [-55.95314583919428, -13.16025470674462]]"
878b84413ffffff,4.967742,4.870968,0.22874357,5.392473,5.3946238,298.49753,-55.96534407526882,-13.136279376344087,93,"[[-55.95935625284041, -13.148335552242093], [-55.952249786084856, -13.137401947377306], [-55.95846005352528, -13.1254819550597], [-55.97177544177153, -13.124496466467674], [-55.9788809081165, -13.135429751010388], [-55.972671986920794, -13.14734884449196]]"
878b84414ffffff,3.8804348,3.8586957,0.22647396,5.4,5.4032607,298.49005,-55.967336815217394,-13.18226416304348,92,"[[-55.96114881217521, -13.194034053455873], [-55.95404194586707, -13.183104567039381], [-55.96025250572226, -13.17118625395225], [-55.973568585647826, -13.17019832750877], [-55.98067445127942, -13.18112749589983], [-55.974465237957006, -13.193044908784795]]"
878b84415ffffff,3.7252748,3.5934067,0.22666785,5.3175826,5.321978,298.49908,-55.98696951648352,-13.169289758241758,91,"[[-55.98067445127942, -13.18112749589983], [-55.973568585647826, -13.17019832750877], [-55.979777652905234, -13.15828007252613], [-55.993091238447136, -13.157291886825258], [-56.00019610201278, -13.168220736086763], [-55.993988382397106, -13.180138090203695]]"
878b84416ffffff,5.3444443,5.288889,0.22740744,5.2566667,5.258889,298.48468,-55.946951122222224,-13.1718723,90,"[[-55.94072337391042, -13.184092231750235], [-55.93361570822984, -13.173160366474093], [-55.93982761336312, -13.161241154530742], [-55.95314583919428, -13.16025470674462], [-55.96025250572226, -13.17118625395225], [-55.95404194586707, -13.183104567039381]]"
878b84418ffffff,4.1666665,4.1222224,0.229081,5.2533336,5.2566667,298.51474,-56.004592977777776,-13.110811766666666,90,"[[-55.9984015758774, -13.122523756889027], [-55.991297111332244, -13.111590793774067], [-55.99750439320502, -13.099670932911446], [-56.010814791456454, -13.098684935347729], [-56.01791825281415, -13.109617575929281], [-56.011712319402136, -13.121536536632757]]"
878b84419ffffff,4.6813188,4.6813188,0.22925144,5.2384615,5.234066,298.52298,-56.02396328571428,-13.097449241758243,91,"[[-56.01791825281415, -13.109617575929281], [-56.010814791456454, -13.098684935347729], [-56.01702057910487, -13.086765145579877], [-56.03032847883863, -13.085778897237745], [-56.03743093562283, -13.096711214180289], [-56.03122649754064, -13.10863010312877]]"
878b8441affffff,4.3586955,4.228261,0.230053,5.1489134,5.151087,298.51035,-55.984131413043485,-13.100439413043478,92,"[[-55.97798421690887, -13.112576538088101], [-55.97087895019564, -13.101641200174607], [-55.97708757927797, -13.089720440500141], [-55.990400128158576, -13.088735917575663], [-55.99750439320502, -13.099670932911446], [-55.991297111332244, -13.111590793774067]]"
878b8441bffffff,3.8555555,3.7555556,0.23019594,5.1655555,5.1622224,298.51865,-56.00379446666667,-13.087954633333334,90,"[[-55.99750439320502, -13.099670932911446], [-55.990400128158576, -13.088735917575663], [-55.99660726412368, -13.076815228335644], [-56.00991731711279, -13.07583045392825], [-56.01702057910487, -13.086765145579877], [-56.010814791456454, -13.098684935347729]]"
878b8441cffffff,4.068182,4.193182,0.22797452,5.173864,5.173864,298.51117,-56.00546632954545,-13.133369499999999,88,"[[-55.999298812145206, -13.145373693526373], [-55.99219414809364, -13.134442785770561], [-55.9984015758774, -13.122523756889027], [-56.011712319402136, -13.121536536632757], [-56.0188159801331, -13.132467123005322], [-56.012609900954196, -13.14438525104231]]"
878b8441dffffff,4.0555553,4.0333333,0.2281346,5.2622223,5.2611113,298.5195,-56.02480513333333,-13.120269,90,"[[-56.0188159801331, -13.132467123005322], [-56.011712319402136, -13.121536536632757], [-56.01791825281415, -13.109617575929281], [-56.03122649754064, -13.10863010312877], [-56.03832915356492, -13.119560367013246], [-56.03212456986329, -13.13147842621123]]"
878b8441effffff,4.548387,4.4623656,0.22891045,5.383871,5.391398,298.5063,-55.985145645161296,-13.12374635483871,93,"[[-55.9788809081165, -13.135429751010388], [-55.97177544177153, -13.124496466467674], [-55.97798421690887, -13.112576538088101], [-55.991297111332244, -13.111590793774067], [-55.9984015758774, -13.122523756889027], [-55.99219414809364, -13.134442785770561]]"
878b84420ffffff,4.775,4.625,0.22289427,5.27,5.2825003,298.51486,-56.04779945,-13.216183000000001,40,"[[-56.042821047786575, -13.23376270741229], [-56.0357173954473, -13.222842755799062], [-56.04192256165955, -13.210928051586471], [-56.05523002896938, -13.209934204588793], [-56.062332674550895, -13.220853838358828], [-56.05612885987393, -13.23276763699526]]"
878b84421ffffff,3.8783784,3.9189188,0.22279325,5.1554055,5.1621623,298.52304,-56.06813605405405,-13.20723768918919,74,"[[-56.062332674550895, -13.220853838358828], [-56.05523002896938, -13.209934204588793], [-56.06143369815802, -13.198019561133966], [-56.07473866058382, -13.197025457713845], [-56.08184029802434, -13.207944772539786], [-56.07563798147328, -13.21985850975549]]"
878b84422ffffff,4.847826,4.75,0.22359176,5.320652,5.329348,298.50827,-56.02858341304348,-13.211947684782608,92,"[[-56.022407425593, -13.223836343899476], [-56.015302967292364, -13.212914005688306], [-56.0215094837917, -13.20099839724158], [-56.03481910859855, -13.20000603126554], [-56.04192256165955, -13.210928051586471], [-56.0357173954473, -13.222842755799062]]"
878b84423ffffff,4.7,4.6,0.22373451,5.3855557,5.3955555,298.51678,-56.048211188888885,-13.19877178888889,90,"[[-56.04192256165955, -13.210928051586471], [-56.03481910859855, -13.20000603126554], [-56.04102412917823, -13.188090482913488], [-56.05433125172145, -13.187097859804995], [-56.06143369815802, -13.198019561133966], [-56.05523002896938, -13.209934204588793]]"
878b84426ffffff,3.5,3.5,0.22311464,5.2,5.2,298.505,-56.023433,-13.224324,2,"[[-56.02330542102582, -13.246671373648642], [-56.0162007633136, -13.235751105293165], [-56.022407425593, -13.223836343899476], [-56.0357173954473, -13.222842755799062], [-56.042821047786575, -13.23376270741229], [-56.03661573593846, -13.245676563893687]]"
878b84428ffffff,4.6153846,4.571429,0.22391036,5.243956,5.2516484,298.5328,-56.08726491208791,-13.17353457142857,91,"[[-56.08094083179411, -13.185110878592393], [-56.07383939336511, -13.174189497357053], [-56.08004141923787, -13.162274079922808], [-56.09334353023865, -13.161280949970015], [-56.10044395927854, -13.17220201001004], [-56.094243286999614, -13.18411652122359]]"
878b84429ffffff,5.465909,5.2727275,0.22400647,5.298864,5.3113637,298.5403,-56.10652688636364,-13.160318897727274,88,"[[-56.10044395927854, -13.17220201001004], [-56.09334353023865, -13.161280949970015], [-56.09954405732761, -13.149365603356756], [-56.11284365905625, -13.14837222369003], [-56.11994307732711, -13.159292961433101], [-56.11374390493083, -13.171207401165299]]"
878b8442affffff,4.6483517,4.5824175,0.224982,5.302198,5.308791,298.5271,-56.06653457142857,-13.16314467032967,91,"[[-56.06053477542503, -13.175182375124125], [-56.05343252812577, -13.164258609360322], [-56.059635906347545, -13.152342287047954], [-56.07294017981278, -13.1513506354028], [-56.08004141923787, -13.162274079922808], [-56.07383939336511, -13.174189497357053]]"
878b8442bffffff,7.5957446,7.382979,0.22506191,5.33617,5.3404255,298.5349,-56.086219212765954,-13.150356244680852,94,"[[-56.08004141923787, -13.162274079922808], [-56.07294017981278, -13.1513506354028], [-56.07914206035128, -13.139434383250894], [-56.09244382715817, -13.13844248118296], [-56.09954405732761, -13.149365603356756], [-56.09334353023865, -13.161280949970015]]"
878b8442cffffff,4.078652,4.1460676,0.22279568,5.179775,5.1764045,298.53098,-56.08804326966292,-13.1960117752809,89,"[[-56.08184029802434, -13.207944772539786], [-56.07473866058382, -13.197025457713845], [-56.08094083179411, -13.185110878592393], [-56.094243286999614, -13.18411652122359], [-56.10134391491753, -13.195035516004546], [-56.0951430974454, -13.206949188224844]]"
878b8442dffffff,4.426966,4.325843,0.22288412,5.1853933,5.192135,298.53864,-56.10754884269663,-13.182865101123594,89,"[[-56.10134391491753, -13.195035516004546], [-56.094243286999614, -13.18411652122359], [-56.10044395927854, -13.17220201001004], [-56.11374390493083, -13.171207401165299], [-56.120843521946156, -13.182126074800408], [-56.114644204504266, -13.194039678451666]]"
878b8442effffff,4.228261,4.25,0.22384326,5.327174,5.343478,298.5249,-56.067518532608695,-13.186047804347824,92,"[[-56.06143369815802, -13.198019561133966], [-56.05433125172145, -13.187097859804995], [-56.06053477542503, -13.175182375124125], [-56.07383939336511, -13.174189497357053], [-56.08094083179411, -13.185110878592393], [-56.07473866058382, -13.197025457713845]]"
878b84430ffffff,3.857143,3.8351648,0.22442673,5.305495,5.3131866,298.4931,-55.988746395604394,-13.21442767032967,91,"[[-55.98246820880163, -13.226813621306123], [-55.97536194385266, -13.215888581592171], [-55.98157130324342, -13.203972014401385], [-55.994885579947905, -13.202981389176767], [-56.001990842564716, -13.213906112056984], [-55.99578283110388, -13.22582177702079]]"
878b84431ffffff,4.5393257,4.505618,0.22456808,5.250562,5.252809,298.50198,-56.008330337078654,-13.202143573033709,89,"[[-56.001990842564716, -13.213906112056984], [-55.994885579947905, -13.202981389176767], [-56.00109344548449, -13.191064877838928], [-56.01440522489495, -13.190073992297663], [-56.0215094837917, -13.20099839724158], [-56.015302967292364, -13.212914005688306]]"
878b84432ffffff,3.8,3.8,0.22534195,5.4088893,5.4133334,298.4868,-55.96818631111111,-13.205109933333334,90,"[[-55.96204517220362, -13.216878944024073], [-55.95493810610762, -13.205951521529487], [-55.96114881217521, -13.194034053455873], [-55.974465237957006, -13.193044908784795], [-55.98157130324342, -13.203972014401385], [-55.97536194385266, -13.215888581592171]]"
878b84433ffffff,3.8681319,3.8681319,0.2255461,5.243956,5.245055,298.4959,-55.987833274725276,-13.191944989010988,91,"[[-55.98157130324342, -13.203972014401385], [-55.974465237957006, -13.193044908784795], [-55.98067445127942, -13.18112749589983], [-55.993988382397106, -13.180138090203695], [-56.00109344548449, -13.191064877838928], [-55.994885579947905, -13.202981389176767]]"
878b84435ffffff,3.9782608,3.826087,0.22366063,5.247826,5.252174,298.50015,-56.00937204347826,-13.220174130434783,46,"[[-56.00288829325779, -13.23674443202045], [-55.99578283110388, -13.22582177702079], [-56.001990842564716, -13.213906112056984], [-56.015302967292364, -13.212914005688306], [-56.022407425593, -13.223836343899476], [-56.0162007633136, -13.235751105293165]]"
878b84436ffffff,4.0384617,4.4615383,0.22454311,5.1423078,5.146154,298.48523,-55.970052,-13.220609692307693,26,"[[-55.96294158581184, -13.239720918933383], [-55.955834319920264, -13.228795563488259], [-55.96204517220362, -13.216878944024073], [-55.97536194385266, -13.215888581592171], [-55.98246820880163, -13.226813621306123], [-55.97625870333919, -13.23872933920839]]"
878b84440ffffff,4.8,4.8,0.22637287,5.2811112,5.286667,298.56433,-56.1632953888889,-13.075802355555556,90,"[[-56.157126590605486, -13.087801061610147], [-56.150029594937685, -13.076876857543153], [-56.156225330489676, -13.064960102299816], [-56.16951670431072, -13.063968458633518], [-56.17661268534691, -13.07489233479027], [-56.170418307485, -13.086808182548824]]"
878b84441ffffff,4.173913,4.021739,0.2263653,5.265218,5.2706523,298.57007,-56.18276160869566,-13.063237380434783,92,"[[-56.17661268534691, -13.07489233479027], [-56.16951670431072, -13.063968458633518], [-56.175710937579396, -13.052051794324168], [-56.18899979339317, -13.05105991433678], [-56.19609475842441, -13.06198346148026], [-56.1899018839378, -13.073899217649677]]"
878b84442ffffff,4.2197804,4.2087913,0.2274588,5.1087914,5.1153846,298.56042,-56.14299010989011,-13.066008131868132,91,"[[-56.13673570542867, -13.077868262422777], [-56.12963789509235, -13.066941677981488], [-56.135834987096416, -13.055024016596981], [-56.149128533276425, -13.054033845820063], [-56.156225330489676, -13.064960102299816], [-56.150029594937685, -13.076876857543153]]"
878b84443ffffff,4.3595505,4.247191,0.22749342,5.349438,5.3539324,298.56647,-56.16240659550562,-13.052836516853933,89,"[[-56.156225330489676, -13.064960102299816], [-56.149128533276425, -13.054033845820063], [-56.1553241240908, -13.042116274714237], [-56.16861515486406, -13.041125866909779], [-56.175710937579396, -13.052051794324168], [-56.16951670431072, -13.063968458633518]]"
878b84444ffffff,3.6043956,3.4285715,0.2252473,5.224176,5.2186813,298.56244,-56.16428801098902,-13.09873256043956,91,"[[-56.158027904442534, -13.11063914590998], [-56.15093071031266, -13.099716997389171], [-56.157126590605486, -13.087801061610147], [-56.170418307485, -13.086808182548824], [-56.177514486849525, -13.097730004313961], [-56.17131996439123, -13.109645031921469]]"
878b84445ffffff,3.7666667,3.4222221,0.22524448,5.146667,5.147778,298.5683,-56.183781977777784,-13.086083133333334,90,"[[-56.177514486849525, -13.097730004313961], [-56.170418307485, -13.086808182548824], [-56.17661268534691, -13.07489233479027], [-56.1899018839378, -13.073899217649677], [-56.196997047163585, -13.084820711556876], [-56.1908040282282, -13.096735650488]]"
878b84446ffffff,4.1444445,4.188889,0.2263576,5.1622224,5.161111,298.55817,-56.14380698888889,-13.088578466666668,90,"[[-56.13763647746388, -13.100709635904664], [-56.1305384685394, -13.08978510503051], [-56.13673570542867, -13.077868262422777], [-56.150029594937685, -13.076876857543153], [-56.157126590605486, -13.087801061610147], [-56.15093071031266, -13.099716997389171]]"
878b84448ffffff,4.9888887,4.8444443,0.22746925,5.366667,5.3700004,298.57733,-56.201523622222226,-13.02746808888889,90,"[[-56.19519252343418, -13.039143344529894], [-56.18809775658999, -13.028217747284677], [-56.19429034218855, -13.016300367443295], [-56.20757633519407, -13.015309492976574], [-56.21467008479548, -13.026234758948842], [-56.20847885892474, -13.038151230685926]]"
878b84449ffffff,4.2771087,4.0361447,0.227489,5.3710847,5.3650603,298.58197,-56.22015568674699,-13.014410337349398,83,"[[-56.21467008479548, -13.026234758948842], [-56.20757633519407, -13.015309492976574], [-56.213767416769976, -13.003392214118673], [-56.22705088742117, -13.00240111001504], [-56.23414361840979, -13.013326043610626], [-56.22795389765022, -13.025242413711702]]"
878b8444affffff,5.763441,5.7526884,0.22861677,5.554839,5.556989,298.57425,-56.18086729032259,-13.017035236559138,93,"[[-56.174809243542676, -13.029208389652036], [-56.16771365914063, -13.018280414117195], [-56.17390760323236, -13.006362127515636], [-56.187195773523904, -13.005372723234103], [-56.19429034218855, -13.016300367443295], [-56.18809775658999, -13.028217747284677]]"
878b8444bffffff,5.25,5.1630435,0.22859144,5.4206524,5.4173913,298.57935,-56.20058138043478,-13.004383076086956,92,"[[-56.19429034218855, -13.016300367443295], [-56.187195773523904, -13.005372723234103], [-56.19338821468316, -12.993454536963336], [-56.206673865214285, -12.99246490233966], [-56.213767416769976, -13.003392214118673], [-56.20757633519407, -13.015309492976574]]"
878b8444cffffff,4.322222,4.266667,0.22636971,4.9877777,4.9922223,298.57544,-56.20222231111111,-13.050175477777778,90,"[[-56.19609475842441, -13.06198346148026], [-56.18899979339317, -13.05105991433678], [-56.19519252343418, -13.039143344529894], [-56.20847885892474, -13.038151230685926], [-56.21557280657935, -13.04907444771312], [-56.20938143641064, -13.060990108725854]]"
878b8444dffffff,4.382353,4.1617646,0.22647345,4.8647056,4.8647056,298.57993,-56.219146617647056,-13.03653636764706,68,"[[-56.21557280657935, -13.04907444771312], [-56.20847885892474, -13.038151230685926], [-56.21467008479548, -13.026234758948842], [-56.22795389765022, -13.025242413711702], [-56.23504682655813, -13.036165299519654], [-56.22885696164825, -13.048080861809279]]"
878b8444effffff,4.7391305,4.6086955,0.2274963,5.348913,5.351087,298.57208,-56.18183402173913,-13.040047141304347,92,"[[-56.175710937579396, -13.052051794324168], [-56.16861515486406, -13.041125866909779], [-56.174809243542676, -13.029208389652036], [-56.18809775658999, -13.028217747284677], [-56.19519252343418, -13.039143344529894], [-56.18899979339317, -13.05105991433678]]"
878b84450ffffff,7.911111,7.7777777,0.22851422,5.4655557,5.4766665,298.54984,-56.103008511111106,-13.068541011111112,90,"[[-56.09684467355962, -13.080839046681477], [-56.089745039955936, -13.069909756890064], [-56.09594498631734, -13.057991104657214], [-56.10924321245944, -13.057002646380928], [-56.116341835828145, -13.067931609265173], [-56.11014324358214, -13.079849357357842]]"
878b84451ffffff,4.0989013,4.010989,0.22852945,5.3956046,5.3967032,298.5565,-56.122629857142854,-13.05625998901099,91,"[[-56.116341835828145, -13.067931609265173], [-56.10924321245944, -13.057002646380928], [-56.11544165967591, -13.04508408019984], [-56.128737375340734, -13.044095381724574], [-56.135834987096416, -13.055024016596981], [-56.12963789509235, -13.066941677981488]]"
878b84452ffffff,5.0444446,4.9333334,0.2295345,5.4166665,5.422222,298.54578,-56.08272153333333,-13.059133655555554,90,"[[-56.07644430566568, -13.070897972500463], [-56.06934386218015, -13.059966306152692], [-56.07554516141402, -13.048046751125382], [-56.08884555155374, -13.04705976526512], [-56.09594498631734, -13.057991104657214], [-56.089745039955936, -13.069909756890064]]"
878b84453ffffff,4.6666665,4.611111,0.22961445,5.577778,5.5855556,298.55273,-56.10228484444444,-13.045858555555554,90,"[[-56.09594498631734, -13.057991104657214], [-56.08884555155374, -13.04705976526512], [-56.09504535274134, -13.035140295633065], [-56.10834323501381, -13.034153068868925], [-56.11544165967591, -13.04508408019984], [-56.10924321245944, -13.057002646380928]]"
878b84454ffffff,4.6373625,4.571429,0.22738612,5.335165,5.345055,298.5471,-56.10382454945055,-13.091674307692308,91,"[[-56.097744414472515, -13.103684114963368], [-56.09064458202116, -13.092756877910682], [-56.09684467355962, -13.080839046681477], [-56.11014324358214, -13.079849357357842], [-56.11724206566502, -13.090776268656786], [-56.111043328386266, -13.102693195058201]]"
878b84455ffffff,3.967033,3.9780219,0.22741328,5.259341,5.265934,298.5539,-56.123394901098905,-13.079211373626375,91,"[[-56.11724206566502, -13.090776268656786], [-56.11014324358214, -13.079849357357842], [-56.116341835828145, -13.067931609265173], [-56.12963789509235, -13.066941677981488], [-56.13673570542867, -13.077868262422777], [-56.1305384685394, -13.08978510503051]]"
878b84456ffffff,5.695652,5.6086955,0.22843695,5.446739,5.4554353,298.54272,-56.083409913043475,-13.081740706521739,92,"[[-56.077343503569544, -13.093746322806403], [-56.07024286111052, -13.08281670721255], [-56.07644430566568, -13.070897972500463], [-56.089745039955936, -13.069909756890064], [-56.09684467355962, -13.080839046681477], [-56.09064458202116, -13.092756877910682]]"
878b84458ffffff,3.9569893,3.9462366,0.22966544,5.060215,5.0677423,298.56537,-56.14128829032258,-13.020609204301076,93,"[[-56.13493432246279, -13.032176905166729], [-56.12783690928016, -13.021246223002406], [-56.13403371152342, -13.009326934876798], [-56.14732657107763, -13.00833923370169], [-56.15442297140444, -13.019269585594001], [-56.14822752532452, -13.03118796895831]]"
878b84459ffffff,4.4827585,4.4712644,0.22969724,5.302299,5.3011494,298.57108,-56.16054193103448,-13.007540770114941,87,"[[-56.15442297140444, -13.019269585594001], [-56.14732657107763, -13.00833923370169], [-56.15352187242626, -12.996420041685052], [-56.1668122171361, -12.995432107000694], [-56.17390760323236, -13.006362127515636], [-56.16771365914063, -13.018280414117195]]"
878b8445affffff,4.068182,4.068182,0.23077592,5.2488637,5.234091,298.56207,-56.120665079545454,-13.010106306818182,88,"[[-56.11454153720397, -13.022233688204473], [-56.10744331124091, -13.011300631568686], [-56.11364146840796, -12.999380440028025], [-56.1269364969063, -12.998394208562944], [-56.13403371152342, -13.009326934876798], [-56.12783690928016, -13.021246223002406]]"
878b8445bffffff,4.4842105,4.368421,0.2307967,5.1789474,5.1810527,298.56802,-56.14017823157894,-12.997380989473683,95,"[[-56.13403371152342, -13.009326934876798], [-56.1269364969063, -12.998394208562944], [-56.13313315427396, -12.986474112477328], [-56.14642567053137, -12.985487646799292], [-56.15352187242626, -12.996420041685052], [-56.14732657107763, -13.00833923370169]]"
878b8445cffffff,4.010989,4.1318684,0.22856206,4.9956045,4.9956045,298.5628,-56.142126329670326,-13.043352802197802,91,"[[-56.135834987096416, -13.055024016596981], [-56.128737375340734, -13.044095381724574], [-56.13493432246279, -13.032176905166729], [-56.14822752532452, -13.03118796895831], [-56.1553241240908, -13.042116274714237], [-56.149128533276425, -13.054033845820063]]"
